id,center/lat,center/lon,tags/landuse,tags/name,locations
478120734,41.7249461,22.1914811,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120735,41.7240388,22.1897957,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120736,41.7245158,22.1905169,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120737,41.7238112,22.1915685,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120738,41.7238536,22.1923404,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120739,41.72354,22.1928494,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120740,41.723107,22.1932164,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120741,41.7233266,22.1917892,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120742,41.7230098,22.1915332,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120743,41.7227513,22.1916924,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120744,41.7223269,22.1918482,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120745,41.7223412,22.1924529,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120746,41.72315,22.1909914,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120747,41.7229589,22.1906202,Vineyard,Vineyard Surface,"Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120748,41.7243548,22.1961112,Vineyard,Vineyard Surface,"Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120749,41.7234416,22.1951689,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120750,41.7231918,22.1965614,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120751,41.7227715,22.1958709,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120752,41.7230081,22.1945171,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120753,41.7220625,22.1949851,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120754,41.7225289,22.1966759,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120755,41.722015,22.1966734,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120756,41.7280678,22.2021617,Vineyard,Vineyard Surface,"Деснаци, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120757,41.727176,22.2013193,Vineyard,Vineyard Surface,"Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120758,41.7271605,22.2023751,Vineyard,Vineyard Surface,"Деснаци, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120759,41.7264366,22.2024661,Vineyard,Vineyard Surface,"Деснаци, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478120760,41.7255733,22.2027357,Vineyard,Vineyard Surface,"Деснаци, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478121478,41.7194551,22.1995143,Vineyard,Vineyard Surface,"Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478121479,41.7200778,22.1989452,Vineyard,Vineyard Surface,"Клисебаир, Пато за Курт Бунар, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
478121481,41.7293365,22.1905752,Vineyard,Vineyard Surface,"Димо Хаџидимов, Кежовица, Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
479233801,41.7494427,22.1725818,Vineyard,Vineyard Surface,"Железничка, Zheleznichka, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
479233802,41.7502372,22.172855,Vineyard,Vineyard Surface,"Железничка, Zheleznichka, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
490526896,42.0357999,21.3798426,Vineyard,Vineyard Surface,"Street 6B, Bardovci, Municipality of Karposh, City of Skopje, Skopje Region, 9100, North Macedonia"
490526897,42.0313971,21.3882338,Vineyard,Vineyard Surface,"1687, Чешмички Рид, Bardovci, Municipality of Karposh, City of Skopje, Skopje Region, 9100, North Macedonia"
490526898,42.031812,21.3917566,Vineyard,Vineyard Surface,"Улица 2, Bardovci, Municipality of Karposh, City of Skopje, Skopje Region, 1020, North Macedonia"
490526899,42.0334253,21.391142,Vineyard,Vineyard Surface,"ул. 1550, Bardovci, Municipality of Karposh, City of Skopje, Skopje Region, 1020, North Macedonia"
490718573,42.0217591,21.3981074,Vineyard,Vineyard Surface,"Skupi, Zlokukjani, Karposh, Skopje, Municipality of Karposh, City of Skopje, Skopje Region, 1020, North Macedonia"
504774734,41.4980393,20.4683397,Vineyard,Vineyard Surface,"Librazhd-Cerenec, Gjoricë, Bashkia Bulqizë, Dibër County, Northern Albania, 8407, Albania"
678891849,41.7201271,22.2041198,Vineyard,Vineyard Surface,"Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
678891850,41.7200134,22.2036472,Vineyard,Vineyard Surface,"Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
678897465,41.7129615,22.2040922,Vineyard,Vineyard Surface,"Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
678897466,41.7133867,22.2039925,Vineyard,Vineyard Surface,"Ново Село, Shtip, Municipality of Shtip, Eastern Region, 2000, North Macedonia"
840686771,41.8886978,21.9367395,Vineyard,Vineyard Surface,"R1204, Kuchkarevo, Sveti Nikole, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840686786,41.8742101,21.9154791,Vineyard,Vineyard Surface,"LION, R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840686787,41.8744773,21.9139077,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840686788,41.8740728,21.9128334,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840686797,41.8706521,21.9287123,Vineyard,Vineyard Surface,"R2135, Sveti Nikole, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840901776,41.8822875,21.8865229,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932356,41.878773,21.8870522,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932357,41.8775149,21.8874096,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932358,41.8778146,21.8891955,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932359,41.880166,21.892238,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932360,41.8771751,21.8910569,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932361,41.8767744,21.8921637,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932362,41.876654,21.8930958,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932364,41.8767832,21.8947082,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932366,41.8780827,21.894809,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932367,41.8773968,21.8972721,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932368,41.8768258,21.8985009,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932369,41.8771263,21.8992612,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932370,41.8775991,21.9004112,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932371,41.8775955,21.9009891,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932372,41.877567,21.9012844,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932373,41.8775367,21.9015342,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932374,41.8771543,21.903,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932377,41.8781355,21.904625,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932379,41.8774322,21.905923,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932380,41.8783226,21.9067377,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932381,41.876958,21.909216,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932382,41.8766955,21.9125339,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932383,41.8761241,21.9123823,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932384,41.8753592,21.9128109,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840932388,41.8736308,21.9186745,Vineyard,Vineyard Surface,"R2135, Sveti Nikole, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840947804,41.8725681,21.910148,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840947805,41.8723521,21.9107094,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840947806,41.8719987,21.9115597,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840947815,41.8757789,21.9163248,Vineyard,Vineyard Surface,"LION, R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
840947816,41.8751149,21.9169316,Vineyard,Vineyard Surface,"LION, R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
841053798,41.8731809,21.9258431,Vineyard,Vineyard Surface,"R2135, Sveti Nikole, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
841053806,41.8837117,21.9329093,Vineyard,Vineyard Surface,"Highway Goce Delchev, Поглед, Sveti Nikole, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
841053818,41.8927676,21.915679,Vineyard,Vineyard Surface,"Sopot, Municipality of Sveti Nikole, Vardar Region, North Macedonia"
841053830,41.8851375,21.9116839,Vineyard,Vineyard Surface,"Gorobinci, Municipality of Sveti Nikole, Vardar Region, North Macedonia"
841053835,41.8832004,21.9132414,Vineyard,Vineyard Surface,"Gorobinci, Municipality of Sveti Nikole, Vardar Region, North Macedonia"
841053836,41.8818102,21.914666,Vineyard,Vineyard Surface,"Gorobinci, Municipality of Sveti Nikole, Vardar Region, North Macedonia"
841314185,41.897517,21.9214092,Vineyard,Vineyard Surface,"Highway Goce Delchev, Поглед, Sopot, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
841330582,41.8349967,21.9980039,Vineyard,Vineyard Surface,"Highway Goce Delchev, Amzabegovo, Municipality of Sveti Nikole, Vardar Region, North Macedonia"
842015897,41.8801706,21.9128862,Vineyard,Vineyard Surface,"R2135, Gorobinci, Municipality of Sveti Nikole, Vardar Region, 2220, North Macedonia"
866130944,41.2382286,22.6925539,Vineyard,Vineyard Surface,"R1105, Nov Dojran, Municipality of Dojran, Southeastern Region, North Macedonia"
866474553,41.3072365,22.5998416,Vineyard,Vineyard Surface,"Rabrovo, Municipality of Valandovo, Southeastern Region, North Macedonia"
917545269,41.5180029,22.0267377,Vineyard,Vineyard Surface,"Kurija, Municipality of Negotino, Vardar Region, 1440, North Macedonia"
917545270,41.519718,22.025945,Vineyard,Vineyard Surface,"Kurija, Municipality of Negotino, Vardar Region, 1440, North Macedonia"
917545271,41.5139791,22.0300448,Vineyard,Vineyard Surface,"Kurija, Municipality of Negotino, Vardar Region, 1440, North Macedonia"
917545272,41.5135765,22.0317225,Vineyard,Vineyard Surface,"Kurija, Municipality of Negotino, Vardar Region, 1440, North Macedonia"
917545276,41.521195,22.025237,Vineyard,Vineyard Surface,"Kurija, Municipality of Negotino, Vardar Region, 1440, North Macedonia"
917545277,41.521915,22.0228203,Vineyard,Vineyard Surface,"Kurija, Municipality of Negotino, Vardar Region, 1440, North Macedonia"
917545278,41.523889,22.0186012,Vineyard,Vineyard Surface,"Kurija, Municipality of Negotino, Vardar Region, 1440, North Macedonia"
917545279,41.5235627,22.0200804,Vineyard,Vineyard Surface,"Kurija, Municipality of Negotino, Vardar Region, 1440, North Macedonia"
917545280,41.5122895,22.0347762,Vineyard,Vineyard Surface,"Sopot, Municipality of Kavadarci, Vardar Region, 1440, North Macedonia"
1041564196,41.8834874,21.584486,Vineyard,Vineyard Surface,"R117, Zelenikovo, Municipality of Zelenikovo, Skopje Region, 1053, North Macedonia"
1041564197,41.8839078,21.5846681,Vineyard,Vineyard Surface,"Zelenikovo, Municipality of Zelenikovo, Skopje Region, 1053, North Macedonia"
1041564198,41.8831216,21.5846253,Vineyard,Vineyard Surface,"Zelenikovo, Municipality of Zelenikovo, Skopje Region, 1053, North Macedonia"
1041564199,41.882124,21.5854184,Vineyard,Vineyard Surface,"Zelenikovo, Municipality of Zelenikovo, Skopje Region, 1053, North Macedonia"
1041564204,41.8820866,21.5842723,Vineyard,Vineyard Surface,"Zelenikovo, Municipality of Zelenikovo, Skopje Region, 1053, North Macedonia"
1041564205,41.8846647,21.5848705,Vineyard,Vineyard Surface,"Zelenikovo, Municipality of Zelenikovo, Skopje Region, 1053, North Macedonia"
1042040323,41.8838523,21.5844287,Vineyard,Vineyard Surface,"Zelenikovo, Municipality of Zelenikovo, Skopje Region, 1053, North Macedonia"
1117639514,41.2308228,22.6931392,Vineyard,Vineyard Surface,"R1105, Nov Dojran, Municipality of Dojran, Southeastern Region, 1487, North Macedonia"
1137070037,41.5653101,21.952125,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070038,41.5651111,21.9504803,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070039,41.5649871,21.9486362,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070041,41.5660888,21.9459286,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070042,41.5678604,21.9442435,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070043,41.5698026,21.9427224,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070044,41.5704732,21.9443602,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070045,41.5710859,21.9458304,Vineyard,Vineyard Surface,"Гоце Делчев, Gradsko, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, North Macedonia"
1137070046,41.5717125,21.9472794,Vineyard,Vineyard Surface,"Илија Ѓошев, Gradsko, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, North Macedonia"
1137070047,41.5723287,21.9486229,Vineyard,Vineyard Surface,"Илија Ѓошев, Gradsko, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, North Macedonia"
1137070048,41.5702756,21.9502431,Vineyard,Vineyard Surface,"Даме Груев, Gradsko, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, North Macedonia"
1137070049,41.5684643,21.9515895,Vineyard,Vineyard Surface,"Даме Груев, Gradsko, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, North Macedonia"
1137070050,41.5676647,21.9502738,Vineyard,Vineyard Surface,"Даме Груев, Gradsko, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, North Macedonia"
1137070051,41.5670458,21.9488232,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070052,41.5664337,21.9473508,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070053,41.568449,21.9458522,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070054,41.5690706,21.947325,Vineyard,Vineyard Surface,"A1, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, 1422, North Macedonia"
1137070055,41.569685,21.9487704,Vineyard,Vineyard Surface,"Даме Груев, Gradsko, Старо Градско, Gradsko, Municipality of Gradsko, Vardar Region, North Macedonia"
6405232,41.1313514,22.5336528,Vineyard,Vineyard Surface,"Gevgelija, Municipality of Gevgelija, Southeastern Region, 1480, North Macedonia"
12449628,41.512096,22.0290832,Vineyard,Vineyard Surface,"Sopot, Municipality of Kavadarci, Vardar Region, North Macedonia"
